1743082231,video_1743082231,0,470,137,1711,1061
1743082231,video_1743082231,0,1,664,284,1063
1743082231,video_1743082231,1,463,134,1713,1060
1743082231,video_1743082231,1,1,666,284,1063
1743082231,video_1743082231,2,460,134,1714,1061
1743082231,video_1743082231,2,1,666,284,1063
1743082231,video_1743082231,3,461,135,1714,1060
1743082231,video_1743082231,3,1,666,284,1063
1743082231,video_1743082231,4,458,136,1714,1060
1743082231,video_1743082231,4,1,666,284,1063
1743082232,video_1743082231,5,456,135,1713,1061
1743082232,video_1743082231,5,1,666,285,1063
1743082232,video_1743082231,6,456,134,1712,1061
1743082232,video_1743082231,6,0,666,285,1063
1743082232,video_1743082231,7,454,134,1712,1061
1743082232,video_1743082231,7,1,665,286,1062
1743082232,video_1743082231,8,454,134,1712,1061
1743082232,video_1743082231,8,1,665,286,1062
1743082232,video_1743082231,9,454,131,1714,1062
1743082232,video_1743082231,9,1,665,286,1062
1743082232,video_1743082231,10,454,131,1714,1062
1743082232,video_1743082231,10,1,665,286,1061
1743082232,video_1743082231,11,456,133,1713,1060
1743082232,video_1743082231,11,1,666,286,1061
1743082232,video_1743082231,12,455,132,1714,1062
1743082232,video_1743082231,12,1,666,286,1061
1743082232,video_1743082231,13,455,133,1714,1062
1743082232,video_1743082231,13,1,666,286,1061
1743082232,video_1743082231,14,455,133,1714,1062
1743082232,video_1743082231,14,1,666,286,1061
1743082232,video_1743082231,15,454,135,1711,1061
1743082232,video_1743082231,15,1,665,286,1060
1743082232,video_1743082231,16,455,132,1713,1062
1743082232,video_1743082231,16,1,665,286,1061
1743082232,video_1743082231,17,453,135,1711,1062
1743082232,video_1743082231,17,1,665,286,1061
1743082232,video_1743082231,18,454,132,1714,1062
1743082232,video_1743082231,18,1,665,286,1061
1743082233,video_1743082231,19,451,134,1712,1062
1743082233,video_1743082231,19,1,665,286,1062
1743082233,video_1743082231,20,454,133,1713,1062
1743082233,video_1743082231,20,1,665,286,1062
1743082233,video_1743082231,21,455,134,1714,1063
1743082233,video_1743082231,21,1,665,286,1062
1743082233,video_1743082231,22,455,134,1713,1062
1743082233,video_1743082231,22,1,665,286,1062
1743082233,video_1743082231,23,460,133,1713,1062
1743082233,video_1743082231,23,1,665,284,1063
1743082233,video_1743082231,24,463,136,1713,1061
1743082233,video_1743082231,24,1,665,286,1062
1743082233,video_1743082231,25,465,135,1718,1062
1743082233,video_1743082231,25,1,664,286,1062
1743082233,video_1743082231,26,467,135,1718,1062
1743082233,video_1743082231,26,1,664,286,1062
1743082233,video_1743082231,27,467,136,1720,1062
1743082233,video_1743082231,27,1,664,286,1062
1743082233,video_1743082231,28,466,135,1721,1062
1743082233,video_1743082231,28,1,663,286,1061
1743082233,video_1743082231,29,463,136,1721,1062
1743082233,video_1743082231,29,1,663,287,1061
1743082233,video_1743082231,30,462,136,1721,1062
1743082233,video_1743082231,30,1,662,286,1061
1743082233,video_1743082231,31,462,135,1721,1063
1743082233,video_1743082231,31,1,663,286,1062
1743082233,video_1743082231,32,461,135,1721,1063
1743082233,video_1743082231,32,1,662,286,1062
1743082234,video_1743082231,33,462,136,1721,1063
1743082234,video_1743082231,33,1,663,286,1062
1743082234,video_1743082231,34,462,135,1721,1062
1743082234,video_1743082231,34,1,663,286,1063
1743082234,video_1743082231,35,461,138,1719,1061
1743082234,video_1743082231,35,1,663,286,1063
1743082234,video_1743082231,36,463,138,1721,1063
1743082234,video_1743082231,36,1,664,286,1063
1743082234,video_1743082231,37,465,138,1721,1063
1743082234,video_1743082231,37,1,664,285,1064
1743082234,video_1743082231,38,465,136,1721,1063
1743082234,video_1743082231,38,1,664,286,1063
1743082234,video_1743082231,39,465,136,1718,1063
1743082234,video_1743082231,39,1,665,284,1063
1743082234,video_1743082231,40,466,136,1719,1062
1743082234,video_1743082231,40,1,666,285,1064
1743082234,video_1743082231,41,467,138,1713,1062
1743082234,video_1743082231,41,1,665,286,1062
1743082234,video_1743082231,42,467,139,1715,1062
1743082234,video_1743082231,42,1,665,286,1063
1743082234,video_1743082231,43,468,138,1714,1062
1743082234,video_1743082231,43,1,665,286,1062
1743082234,video_1743082231,44,469,139,1714,1062
1743082234,video_1743082231,44,1,665,286,1062
1743082234,video_1743082231,45,466,138,1713,1062
1743082234,video_1743082231,45,1,665,286,1062
1743082234,video_1743082231,46,462,139,1712,1062
1743082234,video_1743082231,46,1,665,286,1062
1743082235,video_1743082231,47,461,137,1714,1062
1743082235,video_1743082231,47,1,666,284,1064
1743082235,video_1743082231,48,462,138,1712,1061
1743082235,video_1743082231,48,1,665,286,1062
1743082235,video_1743082231,49,454,138,1712,1061
1743082235,video_1743082231,49,1,665,286,1062
1743082235,video_1743082231,50,451,138,1713,1061
1743082235,video_1743082231,50,1,665,286,1061
1743082235,video_1743082231,51,451,137,1714,1060
1743082235,video_1743082231,51,1,666,286,1062
1743082235,video_1743082231,52,449,136,1714,1061
1743082235,video_1743082231,52,1,665,286,1062
1743082235,video_1743082231,53,442,136,1714,1061
1743082235,video_1743082231,53,1,666,285,1063
1743082235,video_1743082231,54,440,135,1715,1061
1743082235,video_1743082231,54,1,664,286,1062
1743082235,video_1743082231,55,440,134,1715,1061
1743082235,video_1743082231,55,1,666,285,1062
1743082235,video_1743082231,56,440,135,1715,1061
1743082235,video_1743082231,56,1,666,285,1063
1743082235,video_1743082231,57,442,135,1715,1062
1743082235,video_1743082231,57,1,666,284,1062
1743082235,video_1743082231,58,442,135,1716,1062
1743082235,video_1743082231,58,1,664,286,1062
1743082235,video_1743082231,59,443,136,1716,1062
1743082235,video_1743082231,59,1,664,286,1063
1743082235,video_1743082231,60,443,136,1717,1062
1743082235,video_1743082231,60,1,665,284,1064
1743082236,video_1743082231,61,443,135,1716,1062
1743082236,video_1743082231,61,1,665,284,1064
1743082255,video_1743082255,0,480,198,1725,1066
1743082255,video_1743082255,0,0,144,306,1054
1743082255,video_1743082255,1,480,199,1723,1067
1743082255,video_1743082255,1,0,150,305,1054
1743082255,video_1743082255,2,480,199,1723,1067
1743082255,video_1743082255,2,0,149,307,1054
1743082255,video_1743082255,3,479,199,1724,1067
1743082255,video_1743082255,3,0,150,307,1053
1743082255,video_1743082255,4,479,198,1723,1067
1743082255,video_1743082255,4,0,149,308,1053
1743082255,video_1743082255,5,479,198,1725,1067
1743082255,video_1743082255,5,0,152,309,1054
1743082255,video_1743082255,6,479,198,1726,1067
1743082255,video_1743082255,6,0,155,309,1054
1743082255,video_1743082255,7,480,198,1726,1067
1743082255,video_1743082255,7,0,154,309,1053
1743082255,video_1743082255,8,480,198,1726,1066
1743082255,video_1743082255,8,0,153,311,1054
1743082255,video_1743082255,9,481,198,1726,1067
1743082255,video_1743082255,9,0,145,313,1058
1743082255,video_1743082255,10,481,198,1726,1065
1743082255,video_1743082255,10,1,129,315,1059
1743082255,video_1743082255,11,480,198,1726,1065
